,g(f-sys),g_flux,g_full,g_mod,g_sys,r(f-sys),r_flux,r_full,r_mod,r_sys,z(f-sys),z_flux,z_full,z_mod,z_sys
7800.265601,0.981905036059,0.98484,0.986365633397,0.983430669456,0.00293496394102,,,,,,,,,,
7800.266342,0.983579256209,0.986322,0.986419410368,0.983676666576,0.00274274379123,,,,,,,,,,
7800.267094,0.985040712858,0.987578,0.986572863862,0.98403557672,0.00253728714196,,,,,,,,,,
7800.267835,0.985258050025,0.988496,0.987894220081,0.984656270106,0.00323794997483,,,,,,,,,,
7800.268564,0.985694670709,0.987699,0.987394631382,0.985390302091,0.00200432929135,,,,,,,,,,
7800.269305,0.985865452654,0.988462,0.988813910679,0.986217363333,0.00259654734612,,,,,,,,,,
7800.270047,0.986543603181,0.989478,0.990036170753,0.987101773934,0.00293439681938,,,,,,,,,,
7800.270799,0.988501179431,0.990538,0.990073964523,0.988037143955,0.00203682056889,,,,,,,,,,
7800.271528,0.988470603128,0.990774,0.991271299612,0.98896790274,0.00230339687231,,,,,,,,,,
7800.272269,0.991404155692,0.993991,0.992513882959,0.989927038651,0.00258684430786,,,,,,,,,,
7800.27301,0.989726682405,0.992328,0.993491099382,0.990889781787,0.00260131759498,,,,,,,,,,
7800.273762,0.991759711428,0.994163,0.994265078979,0.991861790406,0.00240328857227,,,,,,,,,,
7800.274503,0.99304244173,0.995467,0.99523139097,0.9928068327,0.00242455826969,,,,,,,,,,
7800.275243,0.993104150788,0.995745,0.996371623489,0.993730774277,0.00264084921205,,,,,,,,,,
7800.275984,0.993883770922,0.996553,0.99729847355,0.994629244472,0.00266922907785,,,,,,,,,,
7800.276725,0.99529268801,0.997905,0.998106513514,0.995494201524,0.00261231198991,,,,,,,,,,
7800.277454,0.998728511429,1.001304,0.998881237062,0.996305748491,0.00257548857127,,,,,,,,,,
7800.278183,0.997076549018,1.000259,1.00025367538,0.997071224399,0.00318245098219,,,,,,,,,,
7800.278935,0.995048617572,0.998033,1.0007887957,0.997804413274,0.00298438242784,,,,,,,,,,
7800.279676,0.998786651908,1.00129,1.00096455736,0.998461209264,0.00250334809157,,,,,,,,,,
7800.280417,0.999538381045,1.002326,1.0018281735,0.999040554545,0.00278761895457,,,,,,,,,,
7800.281169,1.0004767703,1.003368,1.0024223345,0.999531104798,0.00289122969788,,,,,,,,,,
7800.28191,1.00030663331,1.002448,1.00202707906,0.999885712365,0.00214136669214,,,,,,,,,,
7800.282662,1.00014785893,1.002946,1.00279814107,1.0,0.00279814107397,,,,,,,,,,
7800.283403,1.00073603738,1.003336,1.00259996262,1.0,0.0025999626175,,,,,,,,,,
7800.284155,0.999231813896,1.002296,1.0030641861,1.0,0.0030641861044,,,,,,,,,,
7800.284885,0.997944020562,0.999607,1.00166297944,1.0,0.00166297943793,,,,,,,,,,
7800.285625,0.999049454602,1.00143,1.0023805454,1.0,0.00238054539808,,,,,,,,,,
7800.286378,1.0009497314,1.003179,1.0022292686,1.0,0.00222926859787,,,,,,,,,,
7800.287118,1.00102247322,1.003266,1.00224352678,1.0,0.00224352677888,,,,,,,,,,
7800.287871,0.999792395459,1.002842,1.00304960454,1.0,0.00304960454141,,,,,,,,,,
7800.288611,0.997507049542,1.000303,1.00279595046,1.0,0.00279595045781,,,,,,,,,,
7800.289352,0.999254680409,1.001929,1.00267431959,1.0,0.00267431959134,,,,,,,,,,
7800.290093,1.00059493313,1.003152,1.00255706687,1.0,0.00255706687108,,,,,,,,,,
7800.290822,1.00049110918,1.002738,1.00224689082,1.0,0.00224689082096,,,,,,,,,,
7800.291563,1.00056553425,1.002861,1.00229546575,1.0,0.00229546574904,,,,,,,,,,
7800.292315,1.00045878289,1.003143,1.00268421711,1.0,0.00268421710707,,,,,,,,,,
7800.293056,1.00009305487,1.003484,1.00339094513,1.0,0.00339094513471,,,,,,,,,,
7800.293797,1.00143038686,1.004116,1.00268561314,1.0,0.00268561314228,,,,,,,,,,
7800.294537,1.00052742067,1.003376,1.00284857933,1.0,0.00284857932674,,,,,,,,,,
7800.29529,1.00154718141,1.005245,1.00369781859,1.0,0.00369781859227,,,,,,,,,,
7800.29603,1.00239569075,1.005109,1.00271330925,1.0,0.00271330925411,,,,,,,,,,
7800.296771,0.999833369859,1.003137,1.00330363014,1.0,0.00330363014091,,,,,,,,,,
7800.297523,1.00003955813,1.003032,1.00299244187,1.0,0.00299244187363,,,,,,,,,,
7800.298254,1.0022502215,1.005179,1.0029287785,1.0,0.00292877849794,,,,,,,,,,
7800.298994,1.00017378804,1.002982,1.00280821196,1.0,0.00280821196247,,,,,,,,,,
7800.299747,0.99701350776,0.999552,1.00253849224,1.0,0.00253849224045,,,,,,,,,,
7800.300487,0.997053284151,0.998568,1.00151471585,1.0,0.00151471584914,,,,,,,,,,
7800.30124,0.999703159219,1.001853,1.00214984078,1.0,0.00214984078116,,,,,,,,,,
7800.301992,0.998832043277,1.00112,1.00228795672,1.0,0.00228795672257,,,,,,,,,,
7800.302721,0.994627032619,0.996005,1.00137796738,1.0,0.00137796738105,,,,,,,,,,
7800.303474,0.996033293492,0.998473,1.00243970651,1.0,0.00243970650777,,,,,,,,,,
7800.304214,0.999529194516,1.002152,1.00262280548,1.0,0.00262280548408,,,,,,,,,,
7800.304955,0.999292740317,1.001516,1.00222325968,1.0,0.00222325968313,,,,,,,,,,
7800.305696,1.00017572209,1.002328,1.00215227791,1.0,0.00215227790721,,,,,,,,,,
7800.306448,0.997010217656,0.999378,1.00236778234,1.0,0.00236778234436,,,,,,,,,,
7800.307189,0.999259795649,1.001983,1.00272320435,1.0,0.00272320435108,,,,,,,,,,
7800.30793,1.00178777548,1.005379,1.00359122452,1.0,0.00359122452316,,,,,,,,,,
7800.308659,1.00009425322,1.004346,1.00425174678,1.0,0.00425174678161,,,,,,,,,,
7800.309399,0.998494779668,1.002004,1.00350922033,1.0,0.00350922033189,,,,,,,,,,
7800.310152,0.999827184145,1.003739,1.00391181585,1.0,0.00391181585471,,,,,,,,,,
7800.310893,1.0004286765,1.004098,1.0036693235,1.0,0.00366932350144,,,,,,,,,,
